segment angle (rad),along block,time (s),central distance (cm/s),left wheel (cm/s),right wheel (cm/s)
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.9048270894157868,0.0,1.387819633294701,4.11696325684183,0.651977438356104,5.281017250684442
0.0,0.0,0.33714136821759705,1.7804493814764857,5.281017250684442,5.281017250684442
0.6659692373791097,0.0,1.021460557068178,3.030160030074949,0.651977438356104,5.281017250684442
0.0,1.0,1.3199596037046752,6.97072943737099,5.281017250684442,5.281017250684442
-1.5707963267948966,0.0,1.0559190957763236,0.0,5.281017250684442,-5.281017250684442
0.0,1.0,2.467189547797891,13.02927056262901,5.281017250684442,5.281017250684442
0.9048270894157868,0.0,1.387819633294701,4.11696325684183,0.651977438356104,5.281017250684442
0.0,0.0,0.33714136821759705,1.7804493814764857,5.281017250684442,5.281017250684442
0.6659692373791097,0.0,1.021460557068178,3.030160030074949,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.8621700546672262,0.0,1.322392469348482,3.922873748735879,0.651977438356104,5.281017250684442
0.0,0.0,0.34915789968676947,1.8439088914585775,5.281017250684442,5.281017250684442
0.7086262721276704,0.0,1.086887721014397,3.2242495381809,0.651977438356104,5.281017250684442
0.0,1.0,1.3199596037046752,6.97072943737099,5.281017250684442,5.281017250684442
-1.5707963267948966,0.0,1.0559190957763236,0.0,5.281017250684442,-5.281017250684442
0.0,1.0,2.467189547797891,13.02927056262901,5.281017250684442,5.281017250684442
0.8621700546672262,0.0,1.322392469348482,3.922873748735879,0.651977438356104,5.281017250684442
0.0,0.0,0.34915789968676947,1.8439088914585775,5.281017250684442,5.281017250684442
0.7086262721276704,0.0,1.086887721014397,3.2242495381809,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.8253768505207386,0.0,1.2659592218433875,3.7554646698693603,0.651977438356104,5.281017250684442
0.0,0.0,0.3350075406525362,1.7691806012954132,5.281017250684442,5.281017250684442
0.7454194762741584,0.0,1.1433209685194923,3.3916586170474203,0.651977438356104,5.281017250684442
0.0,1.0,1.3199596037046752,6.97072943737099,5.281017250684442,5.281017250684442
-1.5707963267948966,0.0,1.0559190957763236,0.0,5.281017250684442,-5.281017250684442
0.0,1.0,2.467189547797891,13.02927056262901,5.281017250684442,5.281017250684442
0.8253768505207386,0.0,1.2659592218433875,3.7554646698693603,0.651977438356104,5.281017250684442
0.0,0.0,0.3350075406525362,1.7691806012954132,5.281017250684442,5.281017250684442
0.7454194762741584,0.0,1.1433209685194923,3.3916586170474203,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.8253768505207383,0.0,1.265959221843387,3.755464669869359,0.651977438356104,5.281017250684442
0.0,0.0,0.3350075406525362,1.7691806012954132,5.281017250684442,5.281017250684442
0.7454194762741583,0.0,1.143320968519492,3.39165861704742,0.651977438356104,5.281017250684442
0.0,1.0,1.3271411387940577,7.008655248064414,5.281017250684442,5.281017250684442
-1.5440170157751305,0.0,1.0379175347876999,0.0,5.281017250684442,-5.281017250684442
0.0,1.0,2.460008012708508,12.991344751935586,5.281017250684442,5.281017250684442
0.9794476221070305,0.0,1.5022722635565577,4.4564866805869885,0.651977438356104,5.281017250684442
0.0,0.0,0.6724189701241193,3.5510561809129406,5.281017250684442,5.281017250684442
0.5645693936681,0.0,0.8659339425787576,2.5687907411898547,0.651977438356104,5.281017250684442
