segment angle (rad),along block,time (s),central distance (cm/s),left wheel (cm/s),right wheel (cm/s)
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.6202494859828215,0.0,0.9513358123966967,2.8221351612218375,0.651977438356104,5.281017250684442
0.0,0.0,0.16289144418014784,0.8602325267042626,5.281017250684442,5.281017250684442
0.3625442372645076,0.0,0.5560686857180621,1.6495762795535094,0.6519774383561039,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.6986598247214634,0.0,1.0716012297650428,3.178902202482658,0.651977438356104,5.281017250684442
0.0,0.0,0.17147047071213034,0.9055385138137417,5.281017250684442,5.281017250684442
0.5365544457291547,0.0,0.8229647441206296,2.4413227280676537,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.5053603303126168,0.0,0.7751193531893257,2.2993895029224065,0.6519774383561041,5.281017250684442
0.0,0.0,0.18649546733670772,0.9848857801796104,5.281017250684442,5.281017250684442
0.40905027503411917,0.0,0.627399432817029,1.8611787514052422,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.4728216635459166,0.0,0.7252116955735296,2.1513385691339204,0.651977438356104,5.281017250684442
0.0,0.0,0.16936645887380777,0.894427190999916,5.281017250684442,5.281017250684442
0.5810822987973268,0.0,0.8912613606116,2.643924459527837,0.6519774383561039,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.5260664189967637,0.0,0.8068782568967227,2.3936022064352747,0.651977438356104,5.281017250684442
0.0,0.0,0.15148596606010264,0.8,5.281017250684442,5.281017250684442
0.6923344346730304,0.0,1.06189937556533,3.150121677762288,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.24966560570643326,0.0,0.38293595915824963,1.1359785059642713,0.651977438356104,5.281017250684442
0.0,0.0,0.2575539874817231,1.3601470508735445,5.281017250684442,5.281017250684442
0.628796286415433,0.0,0.9644448556392994,2.86102310319022,0.651977438356104,5.281017250684442
