segment angle (rad),along block,time (s),central distance (cm/s),left wheel (cm/s),right wheel (cm/s)
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.0,0.0,0.17042171181761548,0.9,5.281017250684442,5.281017250684442
0.9048270894157868,0.0,1.387819633294701,4.11696325684183,0.651977438356104,5.281017250684442
0.0,0.0,0.33714136821759705,1.7804493814764857,5.281017250684442,5.281017250684442
0.6925116751305072,0.0,1.0621712261648288,3.1509281218438074,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.8356276169158288,0.0,1.2816818002518313,3.802105656967021,0.651977438356104,5.281017250684442
0.0,0.0,0.34915789968676947,1.8439088914585775,5.281017250684442,5.281017250684442
0.7174755986439276,0.0,1.100460777374399,3.2645139738298705,0.6519774383561041,5.281017250684442
0.0,1.0,1.8897624150462697,9.979867913554443,5.281017250684442,5.281017250684442
-0.00884932651625725,0.0,0.005948685194815772,0.0,5.281017250684442,-5.281017250684442
0.0,1.0,1.8973867364562964,10.020132086445557,5.281017250684442,5.281017250684442
0.8253768505207386,0.0,1.2659592218433875,3.7554646698693603,0.651977438356104,5.281017250684442
0.0,0.0,0.3350075406525362,1.7691806012954132,5.281017250684442,5.281017250684442
0.7721987872939244,0.0,1.1843949527470559,3.513504482187356,0.6519774383561041,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
1.0803694067743244,0.0,1.6570656332807585,4.915680800823176,0.6519774383561041,5.281017250684442
0.0,0.0,0.5504409913398752,2.906888370749727,5.281017250684442,5.281017250684442
0.4636476090008061,0.0,0.7111405728545565,2.109596620953668,0.651977438356104,5.281017250684442
