segment angle (rad),along block,time (s),central distance (cm/s),left wheel (cm/s),right wheel (cm/s)
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-0.24497866312686414,0.0,0.30059771852787226,1.1146529172272317,6.601271563355552,0.0
0.0,0.0,0.12491852777290706,0.8246211251235321,6.601271563355552,6.601271563355552
-0.38926345100429716,0.0,0.47764039441093065,1.771148702069552,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-0.151156049266287,0.0,0.18547396320634885,0.6877600241616059,6.601271563355552,0.0
0.0,0.0,0.12854010462683252,0.8485281374238569,6.601271563355552,6.601271563355552
-0.23071655572812788,0.0,0.2830975946773332,1.0497603285629817,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-1.2206508450484301,0.0,1.4977829271223613,5.553961344970357,6.601271563355552,0.0
0.0,0.0,0.26971309457407766,1.7804493814764857,6.601271563355552,6.601271563355552
-1.0349291471257516,0.0,1.2698956574144311,4.70892761942217,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-0.7340800666766274,0.0,0.9007429073343851,3.3400643033786546,6.601271563355552,0.0
0.0,0.0,3.2664814571192764,21.562931155109688,6.601271563355552,6.601271563355552
-2.277410529203201,0.0,2.794465446467552,10.362217907874564,6.601271563355552,0.0
