segment angle (rad),along block,time (s),central distance (cm/s),left wheel (cm/s),right wheel (cm/s)
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-0.6202494859828215,0.0,0.7610686499173575,2.8221351612218375,6.601271563355552,0.0
0.0,0.0,0.13031315534411828,0.8602325267042626,6.601271563355552,6.601271563355552
-0.5456550545269917,0.0,0.6695385728718545,2.482730498097812,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-0.7636624565556558,0.0,0.9370415742988341,3.4746641773282336,6.601271563355552,0.0
0.0,0.0,0.12942966613805615,0.854400374531753,6.601271563355552,6.601271563355552
-0.5387382016493054,0.0,0.6610513431356521,2.4512588175043395,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-0.5626302337011233,0.0,0.6903677343433716,2.559967563340111,6.601271563355552,0.0
0.0,0.0,0.13717637656970427,0.9055385138137417,6.601271563355552,6.601271563355552
-0.4382216635523797,0.0,0.5377138996187498,1.9939085691633274,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-0.23103487296507863,0.0,0.283488181489973,1.0512086719911078,6.601271563355552,0.0
0.0,0.0,0.14291157455823755,0.9433981132056604,6.601271563355552,6.601271563355552
-0.2138125651337135,0.0,0.26235578417906064,0.9728471713583964,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
-1.069331296656041,0.0,1.3121083445491653,4.865457399784987,6.601271563355552,0.0
0.0,0.0,0.2829991390745516,1.8681541692269406,6.601271563355552,6.601271563355552
-0.972285034077992,0.0,1.193029055151984,4.423896905054864,6.601271563355552,0.0
0.0,1.0,1.5148596606010265,10.0,6.601271563355552,6.601271563355552
0.01545949804221941,0.0,0.01896936566541197,0.07034071609209831,0.0,6.601271563355552
0.0,0.0,0.4504001571406888,2.973213749463701,6.601271563355552,6.601271563355552
-0.3430239404207034,0.0,0.42090283527062416,1.5607589289142003,6.601271563355552,0.0
