segmentAngle,is a block,time,distance,left wheel, right wheel
0.0,1.0,0.4144057597610977,2.7356049576016868,6.601271563355552,6.601271563355552
1.9697569845279208,0.0,1.059286415952206,0.0,-500.0,500.0
0.0,1.0,0.4085171139972448,2.6967324077740904,6.601271563355552,6.601271563355552
2.1751920463989194,0.0,1.1697642932282215,0.0,-500.0,500.0
0.0,1.0,0.3802502206758843,2.5101349687073884,6.601271563355552,6.601271563355552
2.1382362762527456,0.0,1.1498903973038082,0.0,-500.0,500.0
