segment angle (rad),along block,time (s),central distance (cm/s),left wheel (cm/s),right wheel (cm/s)
0.0,1.0,1.8929678322866161,9.996795777296354,5.281017250684442,5.281017250684442
-0.0014084497728962253,0.0,9.46786661818531E-4,0.0,5.281017250684442,-5.281017250684442
0.0,1.0,1.89418131921595,10.003204222703646,5.281017250684442,5.281017250684442
0.8621700546672265,0.0,1.3223924693484828,3.9228737487358805,0.651977438356104,5.281017250684442
0.0,0.0,0.341369011339311,1.8027756377319946,5.281017250684442,5.281017250684442
0.6864487627602005,0.0,1.052871959022098,3.123341870558912,0.6519774383561041,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.939506279962874,0.0,1.4410104164520559,4.2747535738310765,0.651977438356104,5.281017250684442
0.0,0.0,0.3429409414242607,1.8110770276274835,5.281017250684442,5.281017250684442
0.8871729627322948,0.0,1.3607418148842894,4.0366369804319415,0.651977438356104,5.281017250684442
0.0,1.0,1.1948652580953856,6.31010404024525,5.281017250684442,5.281017250684442
-2.1049789017002807,0.0,1.4150067584171413,0.0,5.281017250684442,-5.281017250684442
0.0,1.0,2.5922838934071804,13.68989595975475,5.281017250684442,5.281017250684442
1.0516502125483735,0.0,1.6130162651026767,4.7850084670951,0.651977438356104,5.281017250684442
0.0,0.0,0.341369011339311,1.8027756377319946,5.281017250684442,5.281017250684442
1.0103097125327833,0.0,1.5496083960821994,4.596909192024164,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
0.6159851195078301,0.0,0.9447951466863256,2.8027322937606267,0.651977438356104,5.281017250684442
0.0,0.0,0.15148596606010264,0.8,5.281017250684442,5.281017250684442
0.6322445486102356,0.0,0.9697337843536075,2.876712696176572,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
-0.011995062627414121,0.0,0.01839797195691077,0.05457753495473425,5.281017250684442,0.651977438356104
0.0,0.0,0.16289144418014784,0.8602325267042626,5.281017250684442,5.281017250684442
0.08038494830200904,0.0,0.12329406444599013,0.36575151477414114,0.651977438356104,5.281017250684442
0.0,1.0,1.893574575751283,10.0,5.281017250684442,5.281017250684442
1.8082093843027796,0.0,2.773423247378006,8.227352698577647,0.651977438356104,5.281017250684442
0.0,0.0,0.3522252315181795,1.8601075237738276,5.281017250684442,5.281017250684442
-0.17251426464643005,0.0,0.26460158664601574,0.7849399041412567,5.281017250684442,0.651977438356104
