leftDeltaDistance,rightDeltaDistance,leftSpeed,rightSpeed,time,P,I,D
2741,96.2,-28.591569,0,67.608431,332.391569,467.608431,0
2742,106.6,-28.593843,0,78.006157,321.993843,478.006157,0
2743,93.6,-28.59584,0,65.00416,334.99584,465.00416,0
2744,93.6,-28.597837,0,65.002163,334.997837,465.002163,0
2745,75.4,-28.599445,0,46.800555,353.199445,446.800555,0
2746,135.2,-28.60233,0,106.59767,293.40233,506.59767,0
2747,111.8,-28.604715,0,83.195285,316.804715,483.195285,0
2748,78,-28.606379,0,49.393621,350.606379,449.393621,0
2749,28.6,-28.606989,0,-0.006989,400.006989,399.993011,0
2750,122.2,-28.609596,0,93.590404,306.409596,493.590404,0
2751,78,-28.61126,0,49.38874,350.61126,449.38874,0
2752,101.4,-28.613423,0,72.786577,327.213423,472.786577,0
2753,85.8,-28.615253,0,57.184747,342.815253,457.184747,0
2754,49.4,-28.616307,0,20.783693,379.216307,420.783693,0
2755,85.8,-28.618138,0,57.181862,342.818138,457.181862,0
2756,117,-28.620634,0,88.379366,311.620634,488.379366,0
2757,111.8,-28.623019,0,83.176981,316.823019,483.176981,0
2758,148.2,-28.62618,0,119.57382,280.42618,519.57382,0
2759,65,-28.627567,0,36.372433,363.627567,436.372433,0
2760,59.8,-28.628843,0,31.171157,368.828843,431.171157,0
2761,26,-28.629397,0,-2.629397,402.629397,397.370603,0
2762,96.2,-28.63145,0,67.56855,332.43145,467.56855,0
2763,150.8,-28.634667,0,122.165333,277.834667,522.165333,0
2764,39,-28.635499,0,10.364501,389.635499,410.364501,0
2765,5.2,-28.63561,0,-23.43561,423.43561,376.56439,0
2766,104,-28.637828,0,75.362172,324.637828,475.362172,0
2767,59.8,-28.639104,0,31.160896,368.839104,431.160896,0
2768,96.2,-28.641156,0,67.558844,332.441156,467.558844,0
2769,57.2,-28.642377,0,28.557623,371.442377,428.557623,0
2770,91,-28.644318,0,62.355682,337.644318,462.355682,0
2771,130,-28.647091,0,101.352909,298.647091,501.352909,0
2772,202.8,-28.651418,0,174.148582,225.851418,574.148582,0
2773,265.2,-28.657075,0,236.542925,-236.542925,236.542925,0
2774,293.8,-28.663343,0,265.136657,-265.136657,265.136657,0
2775,395.2,-28.671774,0,366.528226,-366.528226,366.528226,0
2776,670.8,-28.686084,0,642.113916,-642.113916,642.113916,0
2777,816.4,-28.703501,0,787.696499,-787.696499,787.696499,0
2778,780,-28.720141,0,751.279859,-751.279859,751.279859,0
2779,876.2,-28.738833,0,847.461167,-847.461167,847.461167,0
2780,764.4,-28.75514,0,735.64486,-735.64486,735.64486,0
2781,772.2,-28.771614,0,743.428386,-743.428386,743.428386,0
2782,855.4,-28.789862,0,826.610138,-826.610138,826.610138,0
2783,2438.8,-28.84189,0,2409.95811,-2409.95811,2409.95811,0
2784,2353,-28.892087,0,2324.107913,-2324.107913,2324.107913,0
2785,2282.8,-28.940787,0,2253.859213,-2253.859213,2253.859213,0
2786,2145,-28.986547,0,2116.013453,-2116.013453,2116.013453,0
2787,2288,-29.035358,0,2258.964642,-2258.964642,2258.964642,0
2788,3172,-29.103027,0,3142.896973,-3142.896973,3142.896973,0
2789,2969.2,-29.16637,0,2940.03363,-2940.03363,2940.03363,0
2790,3018.6,-29.230767,0,2989.369233,-2989.369233,2989.369233,0
2791,3611.4,-29.30781,0,3582.09219,-3582.09219,3582.09219,0
2792,4511,-29.404045,0,4481.595955,-4481.595955,4481.595955,0
2793,4542.2,-29.500945,0,4512.699055,-4512.699055,4512.699055,0
2794,4812.6,-29.603614,0,4782.996386,-4782.996386,4782.996386,0
2795,4414.8,-29.697796,0,4385.102204,-4385.102204,4385.102204,0
2796,4633.2,-29.796638,0,4603.403362,-4603.403362,4603.403362,0
2797,5361.2,-29.91101,0,5331.28899,-5331.28899,5331.28899,0
2798,4771,-30.012791,0,4740.987209,-4740.987209,4740.987209,0
2799,5080.4,-30.121173,0,5050.278827,-5050.278827,5050.278827,0
2800,5553.6,-30.23965,0,5523.36035,-5523.36035,5523.36035,0
2801,5691.4,-30.361067,0,5661.038933,-5661.038933,5661.038933,0
2802,5982.6,-30.488695,0,5952.111305,-5952.111305,5952.111305,0
2803,5785,-30.612109,0,5754.387891,-5754.387891,5754.387891,0
2804,5826.6,-30.73641,0,5795.86359,-5795.86359,5795.86359,0
2805,6104.8,-30.866645,0,6073.933355,-6073.933355,6073.933355,0
2806,5379.4,-30.981406,0,5348.418594,-5348.418594,5348.418594,0
2807,5080.4,-31.089788,0,5049.310212,-5049.310212,5049.310212,0
2808,5496.4,-31.207044,0,5465.192956,-5465.192956,5465.192956,0
2809,5337.8,-31.320917,0,5306.479083,-5306.479083,5306.479083,0
2810,5439.2,-31.436954,0,5407.763046,-5407.763046,5407.763046,0
2811,5018,-31.544004,0,4986.455996,-4986.455996,4986.455996,0
2812,4570.8,-31.641515,0,4539.158485,-4539.158485,4539.158485,0
2813,4321.2,-31.7337,0,4289.4663,-4289.4663,4289.4663,0
2814,4586.4,-31.831543,0,4554.568457,-4554.568457,4554.568457,0
2815,4638.4,-31.930496,0,4606.469504,-4606.469504,4606.469504,0
2816,4526.6,-32.027063,0,4494.572937,-4494.572937,4494.572937,0
2817,3741.4,-32.10688,0,3709.29312,-3709.29312,3709.29312,0
2818,3705,-32.18592,0,3672.81408,-3672.81408,3672.81408,0
2819,3710.2,-32.265071,0,3677.934929,-3677.934929,3677.934929,0
2820,3871.4,-32.347661,0,3839.052339,-3839.052339,3839.052339,0
2821,3481.4,-32.421931,0,3448.978069,-3448.978069,3448.978069,0
2822,3221.4,-32.490654,0,3188.909346,-3188.909346,3188.909346,0
2823,3216.2,-32.559266,0,3183.640734,-3183.640734,3183.640734,0
2824,3234.4,-32.628267,0,3201.771733,-3201.771733,3201.771733,0
2825,3078.4,-32.693939,0,3045.706061,-3045.706061,3045.706061,0
2826,2163.2,-32.740087,0,2130.459913,-2130.459913,2130.459913,0
2827,2022.8,-32.783241,0,1990.016759,-1990.016759,1990.016759,0
2828,2241.2,-32.831053,0,2208.368947,-2208.368947,2208.368947,0
2829,2316.6,-32.880474,0,2283.719526,-2283.719526,2283.719526,0
2830,2366,-32.930948,0,2333.069052,-2333.069052,2333.069052,0
2831,1939.6,-32.972326,0,1906.627674,-1906.627674,1906.627674,0
2832,1890.2,-33.012651,0,1857.187349,-1857.187349,1857.187349,0
2833,1814.8,-33.051366,0,1781.748634,-1781.748634,1781.748634,0
2834,1874.6,-33.091358,0,1841.508642,-1841.508642,1841.508642,0
2835,1736.8,-33.12841,0,1703.67159,-1703.67159,1703.67159,0
2836,1788.8,-33.166571,0,1755.633429,-1755.633429,1755.633429,0
2837,1731.6,-33.203511,0,1698.396489,-1698.396489,1698.396489,0
2838,1661.4,-33.238955,0,1628.161045,-1628.161045,1628.161045,0
2839,1352,-33.267797,0,1318.732203,-1318.732203,1318.732203,0
2840,1544.4,-33.300745,0,1511.099255,-1511.099255,1511.099255,0
2841,1518.4,-33.333137,0,1485.066863,-1485.066863,1485.066863,0
2842,1583.4,-33.366916,0,1550.033084,-1550.033084,1550.033084,0
2843,1268.8,-33.393984,0,1235.406016,-1235.406016,1235.406016,0
2844,1237.6,-33.420386,0,1204.179614,-1204.179614,1204.179614,0
2845,1248,-33.44701,0,1214.55299,-1214.55299,1214.55299,0
2846,1240.2,-33.473468,0,1206.726532,-1206.726532,1206.726532,0
2847,1183,-33.498705,0,1149.501295,-1149.501295,1149.501295,0
2848,1229.8,-33.524941,0,1196.275059,-1196.275059,1196.275059,0
2849,1188.2,-33.550289,0,1154.649711,-1154.649711,1154.649711,0
2850,1081.6,-33.573363,0,1048.026637,-1048.026637,1048.026637,0
2851,1053,-33.595827,0,1019.404173,-1019.404173,1019.404173,0
2852,1029.6,-33.617792,0,995.982208,-995.982208,995.982208,0
2853,1040,-33.639979,0,1006.360021,-1006.360021,1006.360021,0
2854,1079,-33.662997,0,1045.337003,-1045.337003,1045.337003,0
2855,1066,-33.685739,0,1032.314261,-1032.314261,1032.314261,0
2856,928.2,-33.70554,0,894.49446,-894.49446,894.49446,0
2857,980.2,-33.726451,0,946.473549,-946.473549,946.473549,0
2858,1047.8,-33.748804,0,1014.051196,-1014.051196,1014.051196,0
2859,1011.4,-33.770381,0,977.629619,-977.629619,977.629619,0
2860,904.8,-33.789683,0,871.010317,-871.010317,871.010317,0
2861,871,-33.808265,0,837.191735,-837.191735,837.191735,0
2862,837.2,-33.826125,0,803.373875,-803.373875,803.373875,0
2863,907.4,-33.845483,0,873.554517,-873.554517,873.554517,0
2864,769.6,-33.861901,0,735.738099,-735.738099,735.738099,0
2865,702,-33.876877,0,668.123123,-668.123123,668.123123,0
2866,668.2,-33.891132,0,634.308868,-634.308868,634.308868,0
2867,642.2,-33.904832,0,608.295168,-608.295168,608.295168,0
2868,551.2,-33.916591,0,517.283409,-517.283409,517.283409,0
2869,540.8,-33.928128,0,506.871872,-506.871872,506.871872,0
2870,507,-33.938944,0,473.061056,-473.061056,473.061056,0
2871,548.6,-33.950647,0,514.649353,-514.649353,514.649353,0
2872,208,-33.955085,0,174.044915,225.955085,574.044915,0
2873,205.4,-33.959467,0,171.440533,228.559467,571.440533,0
2874,189.8,-33.963516,0,155.836484,244.163516,555.836484,0
2875,158.6,-33.966899,0,124.633101,275.366899,524.633101,0
2876,106.6,-33.969173,0,72.630827,327.369173,472.630827,0
2877,143,-33.972224,0,109.027776,290.972224,509.027776,0
2878,44.2,-33.973167,0,10.226833,389.773167,410.226833,0
2879,70.2,-33.974665,0,36.225335,363.774665,436.225335,0
2880,114.4,-33.977105,0,80.422895,319.577105,480.422895,0
2881,78,-33.978769,0,44.021231,355.978769,444.021231,0
2882,137.8,-33.981709,0,103.818291,296.181709,503.818291,0
2883,70.2,-33.983206,0,36.216794,363.783206,436.216794,0
2884,104,-33.985425,0,70.014575,329.985425,470.014575,0
2885,39,-33.986257,0,5.013743,394.986257,405.013743,0
2886,88.4,-33.988143,0,54.411857,345.588143,454.411857,0
2887,109.2,-33.990473,0,75.209527,324.790473,475.209527,0
2888,85.8,-33.992303,0,51.807697,348.192303,451.807697,0
2889,72.8,-33.993856,0,38.806144,361.193856,438.806144,0
2890,130,-33.996629,0,96.003371,303.996629,496.003371,0
2891,114.4,-33.99907,0,80.40093,319.59907,480.40093,0
2892,140.4,-34.002065,0,106.397935,293.602065,506.397935,0
2893,130,-34.004838,0,95.995162,304.004838,495.995162,0
2894,62.4,-34.00617,0,28.39383,371.60617,428.39383,0
2895,124.8,-34.008832,0,90.791168,309.208832,490.791168,0
2896,70.2,-34.01033,0,36.18967,363.81033,436.18967,0
2897,91,-34.012271,0,56.987729,343.012271,456.987729,0
2898,93.6,-34.014268,0,59.585732,340.414268,459.585732,0
2899,106.6,-34.016542,0,72.583458,327.416542,472.583458,0
2900,41.6,-34.017429,0,7.582571,392.417429,407.582571,0
2901,98.8,-34.019537,0,64.780463,335.219537,464.780463,0
2902,70.2,-34.021035,0,36.178965,363.821035,436.178965,0
2903,88.4,-34.022921,0,54.377079,345.622921,454.377079,0
2904,137.8,-34.02586,0,103.77414,296.22586,503.77414,0
2905,91,-34.027802,0,56.972198,343.027802,456.972198,0
2906,59.8,-34.029077,0,25.770923,374.229077,425.770923,0
2907,46.8,-34.030076,0,12.769924,387.230076,412.769924,0
2908,72.8,-34.031629,0,38.768371,361.231629,438.768371,0
2909,75.4,-34.033237,0,41.366763,358.633237,441.366763,0
2910,93.6,-34.035234,0,59.564766,340.435234,459.564766,0
2911,148.2,-34.038396,0,114.161604,285.838396,514.161604,0
2912,96.2,-34.040448,0,62.159552,337.840448,462.159552,0
2913,124.8,-34.04311,0,90.75689,309.24311,490.75689,0
2914,65,-34.044497,0,30.955503,369.044497,430.955503,0
2915,98.8,-34.046605,0,64.753395,335.246605,464.753395,0
2916,54.6,-34.04777,0,20.55223,379.44777,420.55223,0
2917,57.2,-34.04899,0,23.15101,376.84899,423.15101,0
2918,75.4,-34.050598,0,41.349402,358.650598,441.349402,0
2919,78,-34.052262,0,43.947738,356.052262,443.947738,0
2920,57.2,-34.053483,0,23.146517,376.853483,423.146517,0
2921,78,-34.055147,0,43.944853,356.055147,443.944853,0
2922,132.6,-34.057975,0,98.542025,301.457975,498.542025,0
2923,145.6,-34.061082,0,111.538918,288.461082,511.538918,0
2924,67.6,-34.062524,0,33.537476,366.462524,433.537476,0
2925,150.8,-34.065741,0,116.734259,283.265741,516.734259,0
2926,91,-34.067682,0,56.932318,343.067682,456.932318,0
2927,70.2,-34.06918,0,36.13082,363.86918,436.13082,0
2928,52,-34.070289,0,17.929711,382.070289,417.929711,0
2929,119.6,-34.072841,0,85.527159,314.472841,485.527159,0
2930,80.6,-34.07456,0,46.52544,353.47456,446.52544,0
2931,96.2,-34.076612,0,62.123388,337.876612,462.123388,0
2932,161.2,-34.080051,0,127.119949,272.880051,527.119949,0
2933,111.8,-34.082436,0,77.717564,322.282436,477.717564,0
2934,54.6,-34.083601,0,20.516399,379.483601,420.516399,0
2935,54.6,-34.084766,0,20.515234,379.484766,420.515234,0
2936,70.2,-34.086263,0,36.113737,363.886263,436.113737,0
2937,57.2,-34.087484,0,23.112516,376.887484,423.112516,0
2938,41.6,-34.088371,0,7.511629,392.488371,407.511629,0
2939,52,-34.089481,0,17.910519,382.089481,417.910519,0
2940,83.2,-34.091255,0,49.108745,350.891255,449.108745,0
2941,88.4,-34.093141,0,54.306859,345.693141,454.306859,0
2942,200.2,-34.097412,0,166.102588,233.897412,566.102588,0
2943,176.8,-34.101184,0,142.698816,257.301184,542.698816,0
2944,291.2,-34.107396,0,257.092604,-257.092604,257.092604,0
2945,252.2,-34.112777,0,218.087223,-218.087223,218.087223,0
2946,468,-34.122761,0,433.877239,-433.877239,433.877239,0
2947,447.2,-34.132301,0,413.067699,-413.067699,413.067699,0
2948,527.8,-34.143561,0,493.656439,-493.656439,493.656439,0
2949,447.2,-34.153101,0,413.046899,-413.046899,413.046899,0
2950,525.2,-34.164305,0,491.035695,-491.035695,491.035695,0
2951,501.8,-34.17501,0,467.62499,-467.62499,467.62499,0
2952,486.2,-34.185382,0,452.014618,-452.014618,452.014618,0
2953,1128.4,-34.209455,0,1094.190545,-1094.190545,1094.190545,0
2954,1939.6,-34.250833,0,1905.349167,-1905.349167,1905.349167,0
2955,1960.4,-34.292655,0,1926.107345,-1926.107345,1926.107345,0
2956,1955.2,-34.334366,0,1920.865634,-1920.865634,1920.865634,0
2957,1921.4,-34.375356,0,1887.024644,-1887.024644,1887.024644,0
2958,2129.4,-34.420783,0,2094.979217,-2094.979217,2094.979217,0
2959,2784.6,-34.480188,0,2750.119812,-2750.119812,2750.119812,0
2960,2896.4,-34.541978,0,2861.858022,-2861.858022,2861.858022,0
2961,3107,-34.60826,0,3072.39174,-3072.39174,3072.39174,0
2962,3268.2,-34.677982,0,3233.522018,-3233.522018,3233.522018,0
2963,3380,-34.750089,0,3345.249911,-3345.249911,3345.249911,0
2964,4214.6,-34.84,0,4179.76,-4179.76,4179.76,0
2965,3897.4,-34.923145,0,3862.476855,-3862.476855,3862.476855,0
2966,4162.6,-35.011947,0,4127.588053,-4127.588053,4127.588053,0
2967,4087.2,-35.09914,0,4052.10086,-4052.10086,4052.10086,0
2968,4882.8,-35.203307,0,4847.596693,-4847.596693,4847.596693,0
2969,4880.2,-35.307418,0,4844.892582,-4844.892582,4844.892582,0
2970,5176.6,-35.417852,0,5141.182148,-5141.182148,5141.182148,0
2971,4932.2,-35.523072,0,4896.676928,-4896.676928,4896.676928,0
2972,5642,-35.643435,0,5606.356565,-5606.356565,5606.356565,0
2973,5491.2,-35.76058,0,5455.43942,-5455.43942,5455.43942,0
2974,5480.8,-35.877504,0,5444.922496,-5444.922496,5444.922496,0
2975,5816.2,-36.001583,0,5780.198417,-5780.198417,5780.198417,0
2976,5974.8,-36.129045,0,5938.670955,-5938.670955,5938.670955,0
2977,5899.4,-36.254899,0,5863.145101,-5863.145101,5863.145101,0
2978,5863,-36.379977,0,5826.620023,-5826.620023,5826.620023,0
2979,6138.6,-36.510933,0,6102.089067,-6102.089067,6102.089067,0
2980,5350.8,-36.625084,0,5314.174916,-5314.174916,5314.174916,0
2981,5613.4,-36.744836,0,5576.655164,-5576.655164,5576.655164,0
2982,5766.8,-36.867861,0,5729.932139,-5729.932139,5729.932139,0
2983,5621.2,-36.98778,0,5584.21222,-5584.21222,5584.21222,0
2984,5202.6,-37.098769,0,5165.501231,-5165.501231,5165.501231,0
2985,5582.2,-37.217856,0,5544.982144,-5544.982144,5544.982144,0
2986,5475.6,-37.334669,0,5438.265331,-5438.265331,5438.265331,0
2987,5301.4,-37.447765,0,5263.952235,-5263.952235,5263.952235,0
2988,5072.6,-37.555981,0,5035.044019,-5035.044019,5035.044019,0
2989,5090.8,-37.664585,0,5053.135415,-5053.135415,5053.135415,0
2990,4435.6,-37.759211,0,4397.840789,-4397.840789,4397.840789,0
2991,4050.8,-37.845628,0,4012.954372,-4012.954372,4012.954372,0
2992,3775.2,-37.926165,0,3737.273835,-3737.273835,3737.273835,0
2993,4011.8,-38.01175,0,3973.78825,-3973.78825,3973.78825,0
2994,4170.4,-38.100719,0,4132.299281,-4132.299281,4132.299281,0
2995,3983.2,-38.185694,0,3945.014306,-3945.014306,3945.014306,0
2996,3790.8,-38.266564,0,3752.533436,-3752.533436,3752.533436,0
2997,3837.6,-38.348433,0,3799.251567,-3799.251567,3799.251567,0
2998,3814.2,-38.429803,0,3775.770197,-3775.770197,3775.770197,0
2999,3257.8,-38.499302,0,3219.300698,-3219.300698,3219.300698,0
3000,3315,-38.570022,0,3276.429978,-3276.429978,3276.429978,0
3001,3455.4,-38.643738,0,3416.756262,-3416.756262,3416.756262,0
3002,2646.8,-38.700203,0,2608.099797,-2608.099797,2608.099797,0
3003,2184,-38.746795,0,2145.253205,-2145.253205,2145.253205,0
3004,2220.4,-38.794163,0,2181.605837,-2181.605837,2181.605837,0
3005,2085.2,-38.838647,0,2046.361353,-2046.361353,2046.361353,0
3006,2181.4,-38.885184,0,2142.514816,-2142.514816,2142.514816,0
3007,1786.2,-38.92329,0,1747.27671,-1747.27671,1747.27671,0
3008,1916.2,-38.964169,0,1877.235831,-1877.235831,1877.235831,0
3009,1908.4,-39.004881,0,1869.395119,-1869.395119,1869.395119,0
3010,1921.4,-39.045871,0,1882.354129,-1882.354129,1882.354129,0
3011,1778.4,-39.08381,0,1739.31619,-1739.31619,1739.31619,0
3012,1838.2,-39.123025,0,1799.076975,-1799.076975,1799.076975,0
3013,1786.2,-39.161131,0,1747.038869,-1747.038869,1747.038869,0
3014,1664,-39.196629,0,1624.803371,-1624.803371,1624.803371,0
3015,1664,-39.232128,0,1624.767872,-1624.767872,1624.767872,0
3016,1414.4,-39.262302,0,1375.137698,-1375.137698,1375.137698,0
3017,1666.6,-39.297856,0,1627.302144,-1627.302144,1627.302144,0
3018,1619.8,-39.332412,0,1580.467588,-1580.467588,1580.467588,0
3019,1492.4,-39.36425,0,1453.03575,-1453.03575,1453.03575,0
3020,1461.2,-39.395422,0,1421.804578,-1421.804578,1421.804578,0
3021,1461.2,-39.426594,0,1421.773406,-1421.773406,1421.773406,0
3022,1284.4,-39.453995,0,1244.946005,-1244.946005,1244.946005,0
3023,1159.6,-39.478733,0,1120.121267,-1120.121267,1120.121267,0
3024,1268.8,-39.505801,0,1229.294199,-1229.294199,1229.294199,0
3025,1232.4,-39.532092,0,1192.867908,-1192.867908,1192.867908,0
3026,1162.2,-39.556885,0,1122.643115,-1122.643115,1122.643115,0
3027,993.2,-39.578074,0,953.621926,-953.621926,953.621926,0
3028,967.2,-39.598707,0,927.601293,-927.601293,927.601293,0
3029,1086.8,-39.621892,0,1047.178108,-1047.178108,1047.178108,0
3030,1037.4,-39.644023,0,997.755977,-997.755977,997.755977,0
3031,1063.4,-39.666709,0,1023.733291,-1023.733291,1023.733291,0
3032,962,-39.687232,0,922.312768,-922.312768,922.312768,0
3033,993.2,-39.70842,0,953.49158,-953.49158,953.49158,0
3034,1021.8,-39.730219,0,982.069781,-982.069781,982.069781,0
3035,930.8,-39.750076,0,891.049924,-891.049924,891.049924,0
3036,1034.8,-39.772151,0,995.027849,-995.027849,995.027849,0
3037,920.4,-39.791787,0,880.608213,-880.608213,880.608213,0
3038,956.8,-39.812198,0,916.987802,-916.987802,916.987802,0
3039,933.4,-39.832111,0,893.567889,-893.567889,893.567889,0
3040,891.8,-39.851136,0,851.948864,-851.948864,851.948864,0
3041,845,-39.869163,0,805.130837,-805.130837,805.130837,0
3042,850.2,-39.8873,0,810.3127,-810.3127,810.3127,0
3043,605.8,-39.900224,0,565.899776,-565.899776,565.899776,0
3044,733.2,-39.915866,0,693.284134,-693.284134,693.284134,0
3045,507,-39.926682,0,467.073318,-467.073318,467.073318,0
3046,600.6,-39.939494,0,560.660506,-560.660506,560.660506,0
3047,564.2,-39.951531,0,524.248469,-524.248469,524.248469,0
3048,507,-39.962347,0,467.037653,-467.037653,467.037653,0
3049,293.8,-39.968614,0,253.831386,-253.831386,253.831386,0
3050,343.2,-39.975936,0,303.224064,-303.224064,303.224064,0
3051,171.6,-39.979597,0,131.620403,268.379597,531.620403,0
3052,210.6,-39.98409,0,170.61591,229.38409,570.61591,0
3053,130,-39.986863,0,90.013137,309.986863,490.013137,0
3054,158.6,-39.990246,0,118.609754,281.390246,518.609754,0
3055,91,-39.992188,0,51.007812,348.992188,451.007812,0
3056,101.4,-39.994351,0,61.405649,338.594351,461.405649,0
3057,85.8,-39.996181,0,45.803819,354.196181,445.803819,0
3058,124.8,-39.998844,0,84.801156,315.198844,484.801156,0
3059,124.8,-40.001506,0,84.798494,315.201506,484.798494,0
3060,44.2,-40.002449,0,4.197551,395.802449,404.197551,0
3061,119.6,-40.005001,0,79.594999,320.405001,479.594999,0
3062,33.8,-40.005722,0,-6.205722,406.205722,393.794278,0
3063,2.6,-40.005777,0,-37.405777,437.405777,362.594223,0
3064,114.4,-40.008218,0,74.391782,325.608218,474.391782,0
3065,91,-40.010159,0,50.989841,349.010159,450.989841,0
3066,39,-40.010991,0,-1.010991,401.010991,398.989009,0
3067,62.4,-40.012322,0,22.387678,377.612322,422.387678,0
3068,150.8,-40.015539,0,110.784461,289.215539,510.784461,0
3069,98.8,-40.017647,0,58.782353,341.217647,458.782353,0
3070,26,-40.018202,0,-14.018202,414.018202,385.981798,0
3071,111.8,-40.020587,0,71.779413,328.220587,471.779413,0
3072,130,-40.02336,0,89.97664,310.02336,489.97664,0
3073,75.4,-40.024969,0,35.375031,364.624969,435.375031,0
3074,57.2,-40.026189,0,17.173811,382.826189,417.173811,0
3075,137.8,-40.029129,0,97.770871,302.229129,497.770871,0
3076,104,-40.031347,0,63.968653,336.031347,463.968653,0
3077,91,-40.033289,0,50.966711,349.033289,450.966711,0
3078,80.6,-40.035008,0,40.564992,359.435008,440.564992,0
3079,59.8,-40.036284,0,19.763716,380.236284,419.763716,0
3080,2.6,-40.036339,0,-37.436339,437.436339,362.563661,0
3081,124.8,-40.039002,0,84.760998,315.239002,484.760998,0
3082,117,-40.041498,0,76.958502,323.041498,476.958502,0
3083,20.8,-40.041941,0,-19.241941,419.241941,380.758059,0
3084,158.6,-40.045325,0,118.554675,281.445325,518.554675,0
3085,101.4,-40.047488,0,61.352512,338.647488,461.352512,0
3086,59.8,-40.048764,0,19.751236,380.248764,419.751236,0
3087,88.4,-40.05065,0,48.34935,351.65065,448.34935,0
3088,31.2,-40.051315,0,-8.851315,408.851315,391.148685,0
3089,96.2,-40.053367,0,56.146633,343.853367,456.146633,0
3090,85.8,-40.055198,0,45.744802,354.255198,445.744802,0
3091,117,-40.057694,0,76.942306,323.057694,476.942306,0
3092,78,-40.059358,0,37.940642,362.059358,437.940642,0
3093,91,-40.061299,0,50.938701,349.061299,450.938701,0
3094,114.4,-40.06374,0,74.33626,325.66374,474.33626,0
3095,106.6,-40.066014,0,66.533986,333.466014,466.533986,0
3096,33.8,-40.066735,0,-6.266735,406.266735,393.733265,0
3097,119.6,-40.069286,0,79.530714,320.469286,479.530714,0
3098,65,-40.070673,0,24.929327,375.070673,424.929327,0
3099,98.8,-40.072781,0,58.727219,341.272781,458.727219,0
3100,93.6,-40.074778,0,53.525222,346.474778,453.525222,0
3101,78,-40.076442,0,37.923558,362.076442,437.923558,0
3102,96.2,-40.078494,0,56.121506,343.878494,456.121506,0
3103,96.2,-40.080546,0,56.119454,343.880546,456.119454,0
3104,85.8,-40.082377,0,45.717623,354.282377,445.717623,0
3105,119.6,-40.084928,0,79.515072,320.484928,479.515072,0
3106,93.6,-40.086925,0,53.513075,346.486925,453.513075,0
3107,59.8,-40.088201,0,19.711799,380.288201,419.711799,0
3108,109.2,-40.09053,0,69.10947,330.89053,469.10947,0
3109,117,-40.093026,0,76.906974,323.093026,476.906974,0
3110,26,-40.093581,0,-14.093581,414.093581,385.906419,0
3111,122.2,-40.096188,0,82.103812,317.896188,482.103812,0
3112,83.2,-40.097963,0,43.102037,356.897963,443.102037,0
3113,70.2,-40.09946,0,30.10054,369.89946,430.10054,0
3114,135.2,-40.102345,0,95.097655,304.902345,495.097655,0
3115,83.2,-40.104119,0,43.095881,356.904119,443.095881,0
3116,57.2,-40.10534,0,17.09466,382.90534,417.09466,0
3117,143,-40.10839,0,102.89161,297.10839,502.89161,0
3118,124.8,-40.111053,0,84.688947,315.311053,484.688947,0
3119,106.6,-40.113327,0,66.486673,333.513327,466.486673,0
3120,83.2,-40.115102,0,43.084898,356.915102,443.084898,0
3121,101.4,-40.117265,0,61.282735,338.717265,461.282735,0
3122,70.2,-40.118763,0,30.081237,369.918763,430.081237,0
3123,88.4,-40.120649,0,48.279351,351.720649,448.279351,0
3124,98.8,-40.122756,0,58.677244,341.322756,458.677244,0
3125,54.6,-40.123921,0,14.476079,385.523921,414.476079,0
3126,85.8,-40.125751,0,45.674249,354.325751,445.674249,0
3127,57.2,-40.126972,0,17.073028,382.926972,417.073028,0
3128,119.6,-40.129523,0,79.470477,320.529523,479.470477,0
3129,156,-40.132851,0,115.867149,284.132851,515.867149,0
3130,114.4,-40.135292,0,74.264708,325.735292,474.264708,0
3131,57.2,-40.136512,0,17.063488,382.936512,417.063488,0
3132,72.8,-40.138065,0,32.661935,367.338065,432.661935,0
3133,127.4,-40.140783,0,87.259217,312.740783,487.259217,0
3134,106.6,-40.143057,0,66.456943,333.543057,466.456943,0
3135,72.8,-40.14461,0,32.65539,367.34461,432.65539,0
3136,119.6,-40.147162,0,79.452838,320.547162,479.452838,0
3137,93.6,-40.149158,0,53.450842,346.549158,453.450842,0
3138,85.8,-40.150989,0,45.649011,354.350989,445.649011,0
3139,93.6,-40.152986,0,53.447014,346.552986,453.447014,0
3140,127.4,-40.155703,0,87.244297,312.755703,487.244297,0
3141,70.2,-40.157201,0,30.042799,369.957201,430.042799,0
3142,5.2,-40.157312,0,-34.957312,434.957312,365.042688,0
3143,83.2,-40.159087,0,43.040913,356.959087,443.040913,0
3144,88.4,-40.160973,0,48.239027,351.760973,448.239027,0
3145,106.6,-40.163247,0,66.436753,333.563247,466.436753,0
3146,80.6,-40.164966,0,40.435034,359.564966,440.435034,0
3147,91,-40.166908,0,50.833092,349.166908,450.833092,0
3148,109.2,-40.169237,0,69.030763,330.969237,469.030763,0
3149,78,-40.170901,0,37.829099,362.170901,437.829099,0
3150,221,-40.175616,0,180.824384,219.175616,580.824384,0
3151,218.4,-40.180275,0,178.219725,221.780275,578.219725,0
3152,403,-40.188873,0,362.811127,-362.811127,362.811127,0
3153,400.4,-40.197414,0,360.202586,-360.202586,360.202586,0
3154,595.4,-40.210116,0,555.189884,-555.189884,555.189884,0
3155,733.2,-40.225758,0,692.974242,-692.974242,692.974242,0
