leftDeltaDistance,rightDeltaDistance,leftSpeed,rightSpeed,time,P,I,D
14376,270.4,-238.146743,0,32.253257,367.746743,432.253257,0
14377,223.6,-238.151514,0,-14.551514,414.551514,385.448486,0
14378,195,-238.155674,0,-43.155674,443.155674,356.844326,0
14379,171.6,-238.159334,0,-66.559334,466.559334,333.440666,0
14380,254.8,-238.16477,0,16.63523,383.36477,416.63523,0
14381,319.8,-238.171593,0,81.628407,318.371593,481.628407,0
14382,429,-238.180745,0,190.819255,209.180745,590.819255,0
14383,787.8,-238.197551,0,549.602449,-549.602449,549.602449,0
14384,806,-238.214746,0,567.785254,-567.785254,567.785254,0
14385,767,-238.231108,0,528.768892,-528.768892,528.768892,0
14386,725.4,-238.246583,0,487.153417,-487.153417,487.153417,0
14387,611,-238.259618,0,372.740382,-372.740382,372.740382,0
14388,553.8,-238.271433,0,315.528567,-315.528567,315.528567,0
14389,657.8,-238.285466,0,419.514534,-419.514534,419.514534,0
14390,712.4,-238.300663,0,474.099337,-474.099337,474.099337,0
14391,553.8,-238.312478,0,315.487522,-315.487522,315.487522,0
14392,481,-238.322739,0,242.677261,-242.677261,242.677261,0
14393,553.8,-238.334554,0,315.465446,-315.465446,315.465446,0
14394,460.2,-238.344371,0,221.855629,-221.855629,221.855629,0
14395,553.8,-238.356186,0,315.443814,-315.443814,315.443814,0
14396,478.4,-238.366391,0,240.033609,-240.033609,240.033609,0
14397,431.6,-238.375599,0,193.224401,206.775599,593.224401,0
14398,514.8,-238.386581,0,276.413419,-276.413419,276.413419,0
14399,483.6,-238.396898,0,245.203102,-245.203102,245.203102,0
14400,390,-238.405218,0,151.594782,248.405218,551.594782,0
14401,436.8,-238.414537,0,198.385463,201.614537,598.385463,0
14402,468,-238.424521,0,229.575479,-229.575479,229.575479,0
14403,332.8,-238.43162,0,94.36838,305.63162,494.36838,0
14404,377,-238.439663,0,138.560337,261.439663,538.560337,0
14405,457.6,-238.449425,0,219.150575,-219.150575,219.150575,0
14406,273,-238.455249,0,34.544751,365.455249,434.544751,0
14407,273,-238.461073,0,34.538927,365.461073,434.538927,0
14408,262.6,-238.466675,0,24.133325,375.866675,424.133325,0
14409,314.6,-238.473387,0,76.126613,323.873387,476.126613,0
14410,262.6,-238.478989,0,24.121011,375.878989,424.121011,0
14411,98.8,-238.481097,0,-139.681097,539.681097,260.318903,0
14412,119.6,-238.483648,0,-118.883648,518.883648,281.116352,0
14413,239.2,-238.488751,0,0.711249,399.288751,400.711249,0
14414,174.2,-238.492467,0,-64.292467,464.292467,335.707533,0
14415,137.8,-238.495407,0,-100.695407,500.695407,299.304593,0
14416,137.8,-238.498347,0,-100.698347,500.698347,299.301653,0
14417,137.8,-238.501286,0,-100.701286,500.701286,299.298714,0
14418,187.2,-238.50528,0,-51.30528,451.30528,348.69472,0
14419,127.4,-238.507998,0,-111.107998,511.107998,288.892002,0
14420,72.8,-238.509551,0,-165.709551,565.709551,234.290449,0
14421,127.4,-238.512269,0,-111.112269,511.112269,288.887731,0
14422,91,-238.51421,0,-147.51421,547.51421,252.48579,0
14423,57.2,-238.51543,0,-181.31543,581.31543,218.68457,0
14424,127.4,-238.518148,0,-111.118148,511.118148,288.881852,0
14425,72.8,-238.519701,0,-165.719701,565.719701,234.280299,0
14426,101.4,-238.521865,0,-137.121865,537.121865,262.878135,0
14427,148.2,-238.525026,0,-90.325026,490.325026,309.674974,0
14428,78,-238.52669,0,-160.52669,560.52669,239.47331,0
14429,85.8,-238.528521,0,-152.728521,552.728521,247.271479,0
14430,98.8,-238.530628,0,-139.730628,539.730628,260.269372,0
14431,101.4,-238.532791,0,-137.132791,537.132791,262.867209,0
14432,67.6,-238.534234,0,-170.934234,570.934234,229.065766,0
14433,109.2,-238.536563,0,-129.336563,529.336563,270.663437,0
14434,13,-238.536841,0,-225.536841,225.536841,-225.536841,0
14435,114.4,-238.539281,0,-124.139281,524.139281,275.860719,0
14436,114.4,-238.541722,0,-124.141722,524.141722,275.858278,0
14437,72.8,-238.543275,0,-165.743275,565.743275,234.256725,0
14438,140.4,-238.54627,0,-98.14627,498.14627,301.85373,0
14439,83.2,-238.548045,0,-155.348045,555.348045,244.651955,0
14440,52,-238.549154,0,-186.549154,586.549154,213.450846,0
14441,148.2,-238.552316,0,-90.352316,490.352316,309.647684,0
14442,106.6,-238.55459,0,-131.95459,531.95459,268.04541,0
14443,106.6,-238.556864,0,-131.956864,531.956864,268.043136,0
14444,88.4,-238.55875,0,-150.15875,550.15875,249.84125,0
14445,88.4,-238.560636,0,-150.160636,550.160636,249.839364,0
14446,96.2,-238.562688,0,-142.362688,542.362688,257.637312,0
14447,65,-238.564075,0,-173.564075,573.564075,226.435925,0
14448,41.6,-238.564962,0,-196.964962,596.964962,203.035038,0
14449,80.6,-238.566682,0,-157.966682,557.966682,242.033318,0
14450,62.4,-238.568013,0,-176.168013,576.168013,223.831987,0
14451,106.6,-238.570287,0,-131.970287,531.970287,268.029713,0
14452,78,-238.571951,0,-160.571951,560.571951,239.428049,0
14453,114.4,-238.574391,0,-124.174391,524.174391,275.825609,0
14454,75.4,-238.576,0,-163.176,563.176,236.824,0
14455,169,-238.579605,0,-69.579605,469.579605,330.420395,0
14456,78,-238.581269,0,-160.581269,560.581269,239.418731,0
14457,148.2,-238.584431,0,-90.384431,490.384431,309.615569,0
14458,130,-238.587204,0,-108.587204,508.587204,291.412796,0
14459,98.8,-238.589312,0,-139.789312,539.789312,260.210688,0
14460,33.8,-238.590033,0,-204.790033,204.790033,-204.790033,0
14461,80.6,-238.591753,0,-157.991753,557.991753,242.008247,0
14462,57.2,-238.592973,0,-181.392973,581.392973,218.607027,0
14463,104,-238.595191,0,-134.595191,534.595191,265.404809,0
14464,75.4,-238.5968,0,-163.1968,563.1968,236.8032,0
14465,122.2,-238.599407,0,-116.399407,516.399407,283.600593,0
14466,122.2,-238.602014,0,-116.402014,516.402014,283.597986,0
14467,117,-238.60451,0,-121.60451,521.60451,278.39549,0
14468,119.6,-238.607061,0,-119.007061,519.007061,280.992939,0
14469,85.8,-238.608892,0,-152.808892,552.808892,247.191108,0
14470,104,-238.61111,0,-134.61111,534.61111,265.38889,0
14471,143,-238.614161,0,-95.614161,495.614161,304.385839,0
14472,98.8,-238.616269,0,-139.816269,539.816269,260.183731,0
14473,153.4,-238.619541,0,-85.219541,485.219541,314.780459,0
14474,163.8,-238.623036,0,-74.823036,474.823036,325.176964,0
14475,184.6,-238.626974,0,-54.026974,454.026974,345.973026,0
14476,187.2,-238.630967,0,-51.430967,451.430967,348.569033,0
14477,130,-238.633741,0,-108.633741,508.633741,291.366259,0
14478,223.6,-238.638511,0,-15.038511,415.038511,384.961489,0
14479,278.2,-238.644446,0,39.555554,360.444446,439.555554,0
14480,377,-238.652489,0,138.347511,261.652489,538.347511,0
14481,403,-238.661086,0,164.338914,235.661086,564.338914,0
14482,517.4,-238.672124,0,278.727876,-278.727876,278.727876,0
14483,361.4,-238.679834,0,122.720166,277.279834,522.720166,0
14484,436.8,-238.689152,0,198.110848,201.889152,598.110848,0
14485,322.4,-238.69603,0,83.70397,316.29603,483.70397,0
14486,434.2,-238.705293,0,195.494707,204.505293,595.494707,0
14487,442,-238.714722,0,203.285278,-203.285278,203.285278,0
14488,353.6,-238.722266,0,114.877734,285.122266,514.877734,0
14489,312,-238.728922,0,73.271078,326.728922,473.271078,0
14490,234,-238.733914,0,-4.733914,404.733914,395.266086,0
14491,301.6,-238.740348,0,62.859652,337.140348,462.859652,0
14492,200.2,-238.744619,0,-38.544619,438.544619,361.455381,0
14493,192.4,-238.748723,0,-46.348723,446.348723,353.651277,0
14494,218.4,-238.753382,0,-20.353382,420.353382,379.646618,0
14495,161.2,-238.756821,0,-77.556821,477.556821,322.443179,0
14496,148.2,-238.759983,0,-90.559983,490.559983,309.440017,0
14497,174.2,-238.763699,0,-64.563699,464.563699,335.436301,0
14498,88.4,-238.765585,0,-150.365585,550.365585,249.634415,0
14499,192.4,-238.76969,0,-46.36969,446.36969,353.63031,0
14500,205.4,-238.774071,0,-33.374071,433.374071,366.625929,0
14501,249.6,-238.779396,0,10.820604,389.179396,410.820604,0
14502,283.4,-238.785442,0,44.614558,355.385442,444.614558,0
14503,512.2,-238.796369,0,273.403631,-273.403631,273.403631,0
14504,543.4,-238.807962,0,304.592038,-304.592038,304.592038,0
14505,397.8,-238.816448,0,158.983552,241.016448,558.983552,0
14506,712.4,-238.831646,0,473.568354,-473.568354,473.568354,0
14507,585,-238.844126,0,346.155874,-346.155874,346.155874,0
14508,652.6,-238.858048,0,413.741952,-413.741952,413.741952,0
14509,473.2,-238.868143,0,234.331857,-234.331857,234.331857,0
14510,538.2,-238.879625,0,299.320375,-299.320375,299.320375,0
14511,468,-238.889609,0,229.110391,-229.110391,229.110391,0
14512,525.2,-238.900813,0,286.299187,-286.299187,286.299187,0
14513,468,-238.910797,0,229.089203,-229.089203,229.089203,0
14514,369.2,-238.918673,0,130.281327,269.718673,530.281327,0
14515,387.4,-238.926938,0,148.473062,251.526938,548.473062,0
14516,613.6,-238.940028,0,374.659972,-374.659972,374.659972,0
14517,379.6,-238.948126,0,140.651874,259.348126,540.651874,0
14518,431.6,-238.957333,0,192.642667,207.357333,592.642667,0
14519,522.6,-238.968482,0,283.631518,-283.631518,283.631518,0
14520,353.6,-238.976026,0,114.623974,285.376026,514.623974,0
14521,405.6,-238.984678,0,166.615322,233.384678,566.615322,0
14522,512.2,-238.995605,0,273.204395,-273.204395,273.204395,0
14523,296.4,-239.001929,0,57.398071,342.601929,457.398071,0
14524,280.8,-239.007919,0,41.792081,358.207919,441.792081,0
14525,455,-239.017626,0,215.982374,-215.982374,215.982374,0
14526,293.8,-239.023893,0,54.776107,345.223893,454.776107,0
14527,288.6,-239.03005,0,49.56995,350.43005,449.56995,0
14528,174.2,-239.033766,0,-64.833766,464.833766,335.166234,0
14529,228.8,-239.038647,0,-10.238647,410.238647,389.761353,0
14530,130,-239.041421,0,-109.041421,509.041421,290.958579,0
14531,195,-239.045581,0,-44.045581,444.045581,355.954419,0
14532,215.8,-239.050185,0,-23.250185,423.250185,376.749815,0
14533,150.8,-239.053402,0,-88.253402,488.253402,311.746598,0
14534,182,-239.057284,0,-57.057284,457.057284,342.942716,0
14535,88.4,-239.05917,0,-150.65917,550.65917,249.34083,0
14536,182,-239.063053,0,-57.063053,457.063053,342.936947,0
14537,98.8,-239.065161,0,-140.265161,540.265161,259.734839,0
14538,111.8,-239.067546,0,-127.267546,527.267546,272.732454,0
14539,158.6,-239.070929,0,-80.470929,480.470929,319.529071,0
14540,145.6,-239.074035,0,-93.474035,493.474035,306.525965,0
14541,101.4,-239.076198,0,-137.676198,537.676198,262.323802,0
14542,26,-239.076753,0,-213.076753,213.076753,-213.076753,0
14543,101.4,-239.078916,0,-137.678916,537.678916,262.321084,0
14544,135.2,-239.081801,0,-103.881801,503.881801,296.118199,0
14545,88.4,-239.083686,0,-150.683686,550.683686,249.316314,0
14546,143,-239.086737,0,-96.086737,496.086737,303.913263,0
14547,41.6,-239.087625,0,-197.487625,597.487625,202.512375,0
14548,98.8,-239.089732,0,-140.289732,540.289732,259.710268,0
14549,85.8,-239.091563,0,-153.291563,553.291563,246.708437,0
14550,153.4,-239.094835,0,-85.694835,485.694835,314.305165,0
14551,130,-239.097609,0,-109.097609,509.097609,290.902391,0
14552,130,-239.100382,0,-109.100382,509.100382,290.899618,0
14553,33.8,-239.101103,0,-205.301103,205.301103,-205.301103,0
14554,83.2,-239.102878,0,-155.902878,555.902878,244.097122,0
14555,117,-239.105374,0,-122.105374,522.105374,277.894626,0
14556,91,-239.107315,0,-148.107315,548.107315,251.892685,0
14557,104,-239.109534,0,-135.109534,535.109534,264.890466,0
14558,122.2,-239.112141,0,-116.912141,516.912141,283.087859,0
14559,33.8,-239.112862,0,-205.312862,205.312862,-205.312862,0
14560,96.2,-239.114914,0,-142.914914,542.914914,257.085086,0
14561,137.8,-239.117854,0,-101.317854,501.317854,298.682146,0
14562,135.2,-239.120738,0,-103.920738,503.920738,296.079262,0
14563,148.2,-239.1239,0,-90.9239,490.9239,309.0761,0
14564,132.6,-239.126729,0,-106.526729,506.526729,293.473271,0
14565,85.8,-239.128559,0,-153.328559,553.328559,246.671441,0
14566,163.8,-239.132053,0,-75.332053,475.332053,324.667947,0
14567,244.4,-239.137267,0,5.262733,394.737267,405.262733,0
14568,265.2,-239.142925,0,26.057075,373.942925,426.057075,0
14569,421.2,-239.15191,0,182.04809,217.95191,582.04809,0
14570,483.6,-239.162227,0,244.437773,-244.437773,244.437773,0
14571,371.8,-239.170159,0,132.629841,267.370159,532.629841,0
14572,449.8,-239.179755,0,210.620245,-210.620245,210.620245,0
14573,343.2,-239.187076,0,104.012924,295.987076,504.012924,0
14574,418.6,-239.196006,0,179.403994,220.596006,579.403994,0
14575,436.8,-239.205325,0,197.594675,202.405325,597.594675,0
14576,525.2,-239.216529,0,285.983471,-285.983471,285.983471,0
14577,371.8,-239.224461,0,132.575539,267.424461,532.575539,0
14578,356.2,-239.23206,0,116.96794,283.03206,516.96794,0
14579,319.8,-239.238882,0,80.561118,319.438882,480.561118,0
14580,366.6,-239.246703,0,127.353297,272.646703,527.353297,0
14581,405.6,-239.255356,0,166.344644,233.655356,566.344644,0
14582,351,-239.262844,0,111.737156,288.262844,511.737156,0
14583,338,-239.270054,0,98.729946,301.270054,498.729946,0
14584,382.2,-239.278208,0,142.921792,257.078208,542.921792,0
14585,330.2,-239.285252,0,90.914748,309.085252,490.914748,0
14586,390,-239.293572,0,150.706428,249.293572,550.706428,0
14587,332.8,-239.300672,0,93.499328,306.500672,493.499328,0
14588,345.8,-239.308049,0,106.491951,293.508049,506.491951,0
14589,330.2,-239.315093,0,90.884907,309.115093,490.884907,0
14590,327.6,-239.322082,0,88.277918,311.722082,488.277918,0
14591,397.8,-239.330569,0,158.469431,241.530569,558.469431,0
14592,236.6,-239.335616,0,-2.735616,402.735616,397.264384,0
14593,322.4,-239.342494,0,83.057506,316.942494,483.057506,0
14594,319.8,-239.349316,0,80.450684,319.549316,480.450684,0
14595,283.4,-239.355362,0,44.044638,355.955362,444.044638,0
14596,278.2,-239.361297,0,38.838703,361.161297,438.838703,0
14597,312,-239.367953,0,72.632047,327.367953,472.632047,0
14598,249.6,-239.373278,0,10.226722,389.773278,410.226722,0
14599,345.8,-239.380655,0,106.419345,293.580655,506.419345,0
14600,501.8,-239.39136,0,262.40864,-262.40864,262.40864,0
14601,634.4,-239.404894,0,394.995106,-394.995106,394.995106,0
14602,618.8,-239.418095,0,379.381905,-379.381905,379.381905,0
14603,538.2,-239.429577,0,298.770423,-298.770423,298.770423,0
14604,475.8,-239.439727,0,236.360273,-236.360273,236.360273,0
14605,481,-239.449988,0,241.550012,-241.550012,241.550012,0
14606,525.2,-239.461193,0,285.738807,-285.738807,285.738807,0
14607,447.2,-239.470733,0,207.729267,-207.729267,207.729267,0
14608,478.4,-239.480939,0,238.919061,-238.919061,238.919061,0
14609,387.4,-239.489203,0,147.910797,252.089203,547.910797,0
14610,530.4,-239.500518,0,290.899482,-290.899482,290.899482,0
14611,379.6,-239.508617,0,140.091383,259.908617,540.091383,0
14612,553.8,-239.520431,0,314.279569,-314.279569,314.279569,0
14613,465.4,-239.530359,0,225.869641,-225.869641,225.869641,0
14614,374.4,-239.538347,0,134.861653,265.138347,534.861653,0
14615,439.4,-239.547721,0,199.852279,200.147721,599.852279,0
14616,670.8,-239.562031,0,431.237969,-431.237969,431.237969,0
14617,553.8,-239.573845,0,314.226155,-314.226155,314.226155,0
14618,413.4,-239.582665,0,173.817335,226.182665,573.817335,0
14619,429,-239.591817,0,189.408183,210.591817,589.408183,0
14620,546,-239.603465,0,306.396535,-306.396535,306.396535,0
14621,400.4,-239.612006,0,160.787994,239.212006,560.787994,0
14622,452.4,-239.621658,0,212.778342,-212.778342,212.778342,0
14623,408.2,-239.630366,0,168.569634,231.430366,568.569634,0
14624,434.2,-239.639629,0,194.560371,205.439629,594.560371,0
14625,457.6,-239.649391,0,217.950609,-217.950609,217.950609,0
14626,332.8,-239.656491,0,93.143509,306.856491,493.143509,0
14627,387.4,-239.664755,0,147.735245,252.264755,547.735245,0
14628,351,-239.672243,0,111.327757,288.672243,511.327757,0
14629,371.8,-239.680175,0,132.119825,267.880175,532.119825,0
14630,306.8,-239.68672,0,67.11328,332.88672,467.11328,0
14631,267.8,-239.692433,0,28.107567,371.892433,428.107567,0
14632,254.8,-239.697869,0,15.102131,384.897869,415.102131,0
14633,293.8,-239.704137,0,54.095863,345.904137,454.095863,0
14634,195,-239.708297,0,-44.708297,444.708297,355.291703,0
14635,218.4,-239.712956,0,-21.312956,421.312956,378.687044,0
14636,189.8,-239.717005,0,-49.917005,449.917005,350.082995,0
14637,156,-239.720333,0,-83.720333,483.720333,316.279667,0
14638,156,-239.723661,0,-83.723661,483.723661,316.276339,0
14639,223.6,-239.728431,0,-16.128431,416.128431,383.871569,0
14640,174.2,-239.732147,0,-65.532147,465.532147,334.467853,0
14641,114.4,-239.734588,0,-125.334588,525.334588,274.665412,0
14642,163.8,-239.738082,0,-75.938082,475.938082,324.061918,0
14643,166.4,-239.741632,0,-73.341632,473.341632,326.658368,0
14644,221,-239.746347,0,-18.746347,418.746347,381.253653,0
14645,174.2,-239.750063,0,-65.550063,465.550063,334.449937,0
14646,122.2,-239.75267,0,-117.55267,517.55267,282.44733,0
14647,127.4,-239.755388,0,-112.355388,512.355388,287.644612,0
14648,88.4,-239.757274,0,-151.357274,551.357274,248.642726,0
14649,174.2,-239.76099,0,-65.56099,465.56099,334.43901,0
14650,85.8,-239.76282,0,-153.96282,553.96282,246.03718,0
14651,59.8,-239.764096,0,-179.964096,579.964096,220.035904,0
14652,72.8,-239.765649,0,-166.965649,566.965649,233.034351,0
14653,156,-239.768977,0,-83.768977,483.768977,316.231023,0
14654,101.4,-239.77114,0,-138.37114,538.37114,261.62886,0
14655,98.8,-239.773248,0,-140.973248,540.973248,259.026752,0
14656,109.2,-239.775578,0,-130.575578,530.575578,269.424422,0
14657,109.2,-239.777907,0,-130.577907,530.577907,269.422093,0
14658,132.6,-239.780736,0,-107.180736,507.180736,292.819264,0
14659,93.6,-239.782733,0,-146.182733,546.182733,253.817267,0
14660,65,-239.784119,0,-174.784119,574.784119,225.215881,0
14661,91,-239.786061,0,-148.786061,548.786061,251.213939,0
14662,93.6,-239.788058,0,-146.188058,546.188058,253.811942,0
14663,52,-239.789167,0,-187.789167,587.789167,212.210833,0
14664,65,-239.790554,0,-174.790554,574.790554,225.209446,0
14665,80.6,-239.792273,0,-159.192273,559.192273,240.807727,0
14666,117,-239.794769,0,-122.794769,522.794769,277.205231,0
14667,70.2,-239.796267,0,-169.596267,569.596267,230.403733,0
14668,132.6,-239.799095,0,-107.199095,507.199095,292.800905,0
14669,57.2,-239.800316,0,-182.600316,582.600316,217.399684,0
14670,59.8,-239.801591,0,-180.001591,580.001591,219.998409,0
14671,93.6,-239.803588,0,-146.203588,546.203588,253.796412,0
14672,62.4,-239.804919,0,-177.404919,577.404919,222.595081,0
14673,36.4,-239.805696,0,-203.405696,203.405696,-203.405696,0
14674,62.4,-239.807027,0,-177.407027,577.407027,222.592973,0
14675,88.4,-239.808913,0,-151.408913,551.408913,248.591087,0
14676,114.4,-239.811354,0,-125.411354,525.411354,274.588646,0
14677,59.8,-239.812629,0,-180.012629,580.012629,219.987371,0
14678,70.2,-239.814127,0,-169.614127,569.614127,230.385873,0
14679,80.6,-239.815846,0,-159.215846,559.215846,240.784154,0
14680,75.4,-239.817455,0,-164.417455,564.417455,235.582545,0
14681,75.4,-239.819063,0,-164.419063,564.419063,235.580937,0
14682,96.2,-239.821116,0,-143.621116,543.621116,256.378884,0
14683,36.4,-239.821892,0,-203.421892,203.421892,-203.421892,0
14684,93.6,-239.823889,0,-146.223889,546.223889,253.776111,0
14685,122.2,-239.826496,0,-117.626496,517.626496,282.373504,0
14686,52,-239.827605,0,-187.827605,587.827605,212.172395,0
14687,124.8,-239.830268,0,-115.030268,515.030268,284.969732,0
14688,41.6,-239.831155,0,-198.231155,598.231155,201.768845,0
14689,104,-239.833374,0,-135.833374,535.833374,264.166626,0
14690,85.8,-239.835204,0,-154.035204,554.035204,245.964796,0
14691,96.2,-239.837257,0,-143.637257,543.637257,256.362743,0
14692,88.4,-239.839142,0,-151.439142,551.439142,248.560858,0
14693,70.2,-239.84064,0,-169.64064,569.64064,230.35936,0
14694,80.6,-239.842359,0,-159.242359,559.242359,240.757641,0
14695,161.2,-239.845798,0,-78.645798,478.645798,321.354202,0
14696,137.8,-239.848738,0,-102.048738,502.048738,297.951262,0
14697,132.6,-239.851567,0,-107.251567,507.251567,292.748433,0
14698,145.6,-239.854673,0,-94.254673,494.254673,305.745327,0
14699,179.4,-239.8585,0,-60.4585,460.4585,339.5415,0
14700,179.4,-239.862327,0,-60.462327,460.462327,339.537673,0
14701,221,-239.867042,0,-18.867042,418.867042,381.132958,0
14702,247,-239.872311,0,7.127689,392.872311,407.127689,0
14703,306.8,-239.878857,0,66.921143,333.078857,466.921143,0
14704,319.8,-239.885679,0,79.914321,320.085679,479.914321,0
14705,327.6,-239.892668,0,87.707332,312.292668,487.707332,0
14706,366.6,-239.900489,0,126.699511,273.300489,526.699511,0
14707,642.2,-239.914189,0,402.285811,-402.285811,402.285811,0
14708,364,-239.921954,0,124.078046,275.921954,524.078046,0
14709,483.6,-239.932271,0,243.667729,-243.667729,243.667729,0
14710,353.6,-239.939814,0,113.660186,286.339814,513.660186,0
14711,566.8,-239.951906,0,326.848094,-326.848094,326.848094,0
14712,488.8,-239.962334,0,248.837666,-248.837666,248.837666,0
14713,377,-239.970377,0,137.029623,262.970377,537.029623,0
14714,431.6,-239.979584,0,191.620416,208.379584,591.620416,0
14715,343.2,-239.986906,0,103.213094,296.786906,503.213094,0
14716,439.4,-239.996279,0,199.403721,200.596279,599.403721,0
14717,465.4,-240.006208,0,225.393792,-225.393792,225.393792,0
14718,231.4,-240.011145,0,-8.611145,408.611145,391.388855,0
14719,247,-240.016414,0,6.983586,393.016414,406.983586,0
14720,226.2,-240.021239,0,-13.821239,413.821239,386.178761,0
14721,223.6,-240.02601,0,-16.42601,416.42601,383.57399,0
14722,226.2,-240.030835,0,-13.830835,413.830835,386.169165,0
14723,143,-240.033886,0,-97.033886,497.033886,302.966114,0
14724,114.4,-240.036326,0,-125.636326,525.636326,274.363674,0
14725,187.2,-240.04032,0,-52.84032,452.84032,347.15968,0
14726,156,-240.043648,0,-84.043648,484.043648,315.956352,0
14727,88.4,-240.045534,0,-151.645534,551.645534,248.354466,0
14728,111.8,-240.047919,0,-128.247919,528.247919,271.752081,0
14729,96.2,-240.049971,0,-143.849971,543.849971,256.150029,0
14730,226.2,-240.054797,0,-13.854797,413.854797,386.145203,0
14731,257.4,-240.060288,0,17.339712,382.660288,417.339712,0
14732,408.2,-240.068996,0,168.131004,231.868996,568.131004,0
14733,782.6,-240.085692,0,542.514308,-542.514308,542.514308,0
14734,813.8,-240.103053,0,573.696947,-573.696947,573.696947,0
14735,704.6,-240.118084,0,464.481916,-464.481916,464.481916,0
14736,655.2,-240.132062,0,415.067938,-415.067938,415.067938,0
14737,553.8,-240.143876,0,313.656124,-313.656124,313.656124,0
14738,564.2,-240.155913,0,324.044087,-324.044087,324.044087,0
14739,483.6,-240.166229,0,243.433771,-243.433771,243.433771,0
14740,660.4,-240.180318,0,420.219682,-420.219682,420.219682,0
14741,478.4,-240.190524,0,238.209476,-238.209476,238.209476,0
14742,392.6,-240.198899,0,152.401101,247.598899,552.401101,0
14743,496.6,-240.209493,0,256.390507,-256.390507,256.390507,0
14744,439.4,-240.218867,0,199.181133,200.818867,599.181133,0
14745,535.6,-240.230293,0,295.369707,-295.369707,295.369707,0
14746,423.8,-240.239334,0,183.560666,216.439334,583.560666,0
14747,569.4,-240.251482,0,329.148518,-329.148518,329.148518,0
14748,314.6,-240.258193,0,74.341807,325.658193,474.341807,0
14749,494,-240.268732,0,253.731268,-253.731268,253.731268,0
14750,371.8,-240.276663,0,131.523337,268.476663,531.523337,0
14751,403,-240.285261,0,162.714739,237.285261,562.714739,0
14752,413.4,-240.29408,0,173.10592,226.89408,573.10592,0
14753,418.6,-240.30301,0,178.29699,221.70301,578.29699,0
14754,403,-240.311607,0,162.688393,237.311607,562.688393,0
14755,314.6,-240.318319,0,74.281681,325.718319,474.281681,0
14756,319.8,-240.325141,0,79.474859,320.525141,479.474859,0
14757,332.8,-240.332241,0,92.467759,307.532241,492.467759,0
14758,345.8,-240.339618,0,105.460382,294.539618,505.460382,0
14759,317.2,-240.346385,0,76.853615,323.146385,476.853615,0
14760,288.6,-240.352542,0,48.247458,351.752542,448.247458,0
14761,327.6,-240.359531,0,87.240469,312.759531,487.240469,0
14762,223.6,-240.364301,0,-16.764301,416.764301,383.235699,0
14763,265.2,-240.369958,0,24.830042,375.169958,424.830042,0
14764,335.4,-240.377114,0,95.022886,304.977114,495.022886,0
14765,187.2,-240.381107,0,-53.181107,453.181107,346.818893,0
14766,283.4,-240.387153,0,43.012847,356.987153,443.012847,0
14767,187.2,-240.391147,0,-53.191147,453.191147,346.808853,0
14768,210.6,-240.395639,0,-29.795639,429.795639,370.204361,0
14769,158.6,-240.399023,0,-81.799023,481.799023,318.200977,0
14770,247,-240.404292,0,6.595708,393.404292,406.595708,0
14771,150.8,-240.407509,0,-89.607509,489.607509,310.392491,0
14772,218.4,-240.412169,0,-22.012169,422.012169,377.987831,0
14773,182,-240.416051,0,-58.416051,458.416051,341.583949,0
14774,215.8,-240.420655,0,-24.620655,424.620655,375.379345,0
14775,192.4,-240.424759,0,-48.024759,448.024759,351.975241,0
14776,221,-240.429474,0,-19.429474,419.429474,380.570526,0
14777,231.4,-240.434411,0,-9.034411,409.034411,390.965589,0
14778,119.6,-240.436962,0,-120.836962,520.836962,279.163038,0
14779,153.4,-240.440235,0,-87.040235,487.040235,312.959765,0
14780,176.8,-240.444006,0,-63.644006,463.644006,336.355994,0
14781,202.8,-240.448333,0,-37.648333,437.648333,362.351667,0
14782,111.8,-240.450718,0,-128.650718,528.650718,271.349282,0
14783,156,-240.454046,0,-84.454046,484.454046,315.545954,0
14784,174.2,-240.457762,0,-66.257762,466.257762,333.742238,0
14785,127.4,-240.46048,0,-113.06048,513.06048,286.93952,0
14786,176.8,-240.464252,0,-63.664252,463.664252,336.335748,0
14787,148.2,-240.467413,0,-92.267413,492.267413,307.732587,0
14788,132.6,-240.470242,0,-107.870242,507.870242,292.129758,0
14789,161.2,-240.473681,0,-79.273681,479.273681,320.726319,0
14790,101.4,-240.475844,0,-139.075844,539.075844,260.924156,0
14791,132.6,-240.478673,0,-107.878673,507.878673,292.121327,0
14792,91,-240.480614,0,-149.480614,549.480614,250.519386,0
14793,166.4,-240.484164,0,-74.084164,474.084164,325.915836,0
14794,156,-240.487492,0,-84.487492,484.487492,315.512508,0
14795,98.8,-240.4896,0,-141.6896,541.6896,258.3104,0
14796,109.2,-240.49193,0,-131.29193,531.29193,268.70807,0
14797,153.4,-240.495202,0,-87.095202,487.095202,312.904798,0
14798,176.8,-240.498974,0,-63.698974,463.698974,336.301026,0
14799,153.4,-240.502246,0,-87.102246,487.102246,312.897754,0
14800,137.8,-240.505186,0,-102.705186,502.705186,297.294814,0
14801,96.2,-240.507238,0,-144.307238,544.307238,255.692762,0
14802,182,-240.511121,0,-58.511121,458.511121,341.488879,0
14803,132.6,-240.51395,0,-107.91395,507.91395,292.08605,0
14804,109.2,-240.516279,0,-131.316279,531.316279,268.683721,0
14805,137.8,-240.519219,0,-102.719219,502.719219,297.280781,0
14806,83.2,-240.520994,0,-157.320994,557.320994,242.679006,0
