line,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,
98,134,130,146,142,154,158,154,166,166,174,174,162,186,183,195,182,187,182,191,207,195,207,203,219,211,203,207,215,219,223,215,227,211,227,223,227,231,235,235,223,255,243,239,243,255,247,243,255,255,247,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,239,251,243,251,215,223,235,215,207,211,199,195,191,187,191,187,174,187,174,178,162,158,154,154,150,150,150,142,154,138,138,130,126,125,117,105,97,93,93,85,77,73,65,56,61,65,56,65,61,56,60,60,56,65,65,60,60,65,60,56,60,65,60,64,68,69,60,64,64,60,64,68,56,60,64,64,60,64,60,60,56,56,52,60,52,52,
99,178,183,187,191,187,195,191,195,199,199,203,203,203,207,211,211,211,211,219,219,219,223,223,219,211,219,219,227,223,227,227,231,231,227,231,231,227,235,239,243,235,231,235,239,231,239,239,239,243,239,243,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,239,243,231,243,243,243,255,223,231,219,223,219,219,223,223,211,211,211,219,207,195,203,203,195,195,203,182,191,186,174,174,174,174,170,162,162,162,158,154,150,146,154,138,138,138,130,122,118,121,109,109,101,97,93,93,81,81,81,69,69,69,65,61,65,52,52,56,52,56,48,44,56,52,48,52,44,44,48,44,44,44,44,
100,187,195,187,195,199,195,199,203,203,207,207,211,215,219,215,219,223,219,223,223,235,223,231,231,231,239,231,235,235,235,235,235,235,231,235,235,239,239,239,239,239,243,243,247,243,247,247,243,235,251,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,235,255,247,255,239,255,247,243,243,243,235,227,235,251,239,239,243,235,231,231,255,243,231,227,219,223,219,231,207,215,207,211,211,211,199,207,195,191,195,182,187,174,178,166,170,174,154,170,166,158,158,150,150,162,158,142,142,134,134,130,130,117,122,121,117,117,113,105,109,109,105,97,93,93,85,89,89,85,77,
101,183,195,199,203,207,207,207,211,211,215,215,219,219,219,227,223,223,227,231,235,235,235,235,235,231,239,243,239,239,239,239,239,243,239,243,243,239,243,247,247,243,251,243,243,247,243,243,251,247,247,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,255,251,247,251,255,247,251,247,235,251,251,255,255,243,251,247,247,243,255,239,255,239,243,239,239,235,231,231,227,227,227,227,227,219,219,223,215,215,219,203,207,207,199,195,199,211,199,195,178,179,183,170,170,170,166,162,162,154,154,150,158,138,146,142,134,138,130,130,130,130,121,113,113,113,
102,195,199,203,207,207,211,215,215,223,215,219,215,223,223,227,231,227,235,235,231,239,235,235,239,243,243,243,243,243,243,243,243,247,243,243,243,243,243,247,247,247,247,247,251,243,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,255,255,251,251,251,251,251,251,247,247,243,247,243,243,243,235,239,239,235,235,235,239,231,231,235,231,223,211,211,215,211,207,215,207,207,207,207,187,191,187,178,186,191,178,178,170,170,166,162,158,162,158,154,146,150,146,134,150,134,
103,195,199,199,211,215,211,215,223,219,223,227,223,227,227,231,231,235,235,235,239,239,243,243,243,251,247,251,251,247,243,247,243,251,247,243,251,251,251,251,255,251,251,255,255,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,243,243,251,247,247,243,247,243,243,239,239,235,235,227,235,235,235,227,231,227,227,223,215,219,215,211,211,207,203,199,199,195,195,178,191,191,183,187,178,174,166,174,166,162,162,158,158,158,150,
104,199,203,207,211,215,215,219,223,223,223,227,227,235,235,231,239,239,239,243,243,243,251,243,247,247,243,247,247,247,247,251,251,251,251,251,255,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,251,243,251,247,247,247,243,239,247,243,243,239,239,235,243,227,231,231,231,227,227,219,215,215,211,215,207,199,211,199,195,195,191,191,187,183,182,170,178,174,166,170,166,162,162,158,
105,199,207,211,215,215,219,223,227,231,227,231,235,235,235,239,239,239,247,243,243,247,243,247,247,247,247,247,251,247,251,247,255,255,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,251,247,251,251,247,243,247,243,243,239,235,231,239,231,235,235,227,227,227,223,223,215,215,211,211,207,203,199,199,199,195,191,187,191,182,174,178,182,170,170,170,162,162,154,
106,199,203,211,215,219,215,223,223,227,227,227,235,239,235,243,243,243,247,243,243,247,247,251,251,255,255,251,251,255,255,255,255,255,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,255,255,251,251,251,247,247,247,251,243,243,243,235,239,239,235,235,231,235,231,227,227,227,223,215,215,215,207,211,203,203,199,195,195,191,191,182,186,182,178,174,170,170,162,162,162,
107,203,211,215,219,219,223,219,227,235,227,235,239,239,239,243,243,247,247,251,251,255,255,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,247,251,247,243,239,243,243,243,239,243,235,235,231,231,227,227,227,223,219,215,215,211,207,203,211,199,203,195,203,191,187,186,187,182,178,174,174,166,166,166,
108,203,215,215,215,223,223,227,227,235,239,239,239,243,243,243,247,243,255,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,255,247,255,251,247,247,247,247,239,239,239,239,239,239,235,235,231,231,227,227,219,215,211,215,211,211,207,207,207,207,199,195,191,190,190,182,178,170,174,170,170,166,
109,207,211,219,219,223,227,227,235,235,235,235,239,243,247,243,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,255,255,251,247,247,247,243,247,243,239,239,235,231,239,235,235,231,223,227,219,219,219,219,211,211,207,207,199,199,195,195,191,182,186,182,182,178,170,174,174,166,
110,207,215,219,219,231,227,231,235,239,239,239,239,243,243,255,255,247,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,251,247,247,247,243,239,239,239,239,235,231,231,231,223,223,223,219,215,215,207,207,207,203,203,199,199,195,191,191,186,182,182,182,178,170,170,170,
111,211,215,223,227,227,227,231,235,239,235,243,247,243,247,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,251,247,247,247,243,239,243,239,235,231,231,231,231,227,219,223,219,219,211,215,211,207,207,203,195,203,195,191,191,186,186,182,182,178,174,170,170,
112,211,215,223,227,231,231,231,235,239,243,239,247,247,247,251,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,255,247,247,247,251,247,243,243,239,235,235,235,231,227,223,227,223,219,215,215,211,207,207,207,203,199,199,191,191,187,182,182,182,178,174,170,170,
113,211,219,223,227,231,231,235,239,239,239,243,247,251,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,251,251,247,239,251,247,243,239,235,239,235,227,227,227,223,223,219,215,215,215,207,207,203,203,199,199,191,191,186,186,183,187,178,178,170,170,
114,223,223,227,231,231,235,239,243,243,247,247,243,251,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,251,247,247,243,251,243,243,243,235,235,231,231,231,227,223,223,219,219,211,211,211,211,207,207,203,199,199,191,191,191,178,174,178,178,174,166,
115,219,223,231,231,235,239,239,239,243,243,251,247,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,247,247,247,243,243,239,235,235,235,235,231,227,227,223,227,219,215,211,207,207,199,203,195,195,191,191,186,182,182,178,174,178,170,
116,211,227,231,231,235,239,235,239,247,243,251,247,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,255,251,251,251,247,247,247,231,239,239,239,235,235,235,227,223,223,219,219,219,215,211,211,207,203,199,199,195,191,191,191,183,178,182,174,174,170,
117,219,227,231,231,235,239,239,243,247,251,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,247,247,255,247,239,247,243,239,235,231,231,231,227,219,223,223,211,219,219,207,211,203,203,207,203,191,190,191,187,182,182,174,174,166,
118,219,227,231,235,235,239,239,243,251,247,251,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,251,247,239,239,243,243,239,235,235,235,231,223,227,223,219,219,211,207,207,207,207,203,195,195,195,195,191,186,178,178,174,174,170,
119,223,227,227,235,239,235,239,243,247,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,251,247,247,247,239,239,235,239,239,231,231,227,227,231,223,215,215,207,207,207,207,199,195,199,195,191,187,186,186,178,178,170,174,
0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,247,247,247,239,243,235,235,231,219,219,219,215,211,207,190,77,77,77,56,56,52,48,44,44,40,40,44,40,36,40,36,36,40,36,36,44,44,48,48,48,52,52,60,48,52,56,52,60,60,60,60,60,60,60,56,
1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,247,251,247,251,247,243,239,235,235,227,223,215,223,219,195,154,73,69,64,56,52,48,48,44,40,40,40,36,44,44,44,36,36,44,52,48,48,56,56,56,56,56,56,56,60,60,60,60,64,60,60,60,56,56,64,
2,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,243,239,235,243,239,239,223,219,219,219,207,93,65,60,56,48,44,44,44,40,44,48,48,44,40,40,40,48,52,56,52,56,52,56,56,56,56,56,60,60,56,60,64,60,64,64,60,56,60,60,
3,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,247,247,243,239,239,239,235,231,227,223,219,215,174,85,65,56,56,44,44,48,48,52,48,52,48,52,56,60,56,60,56,52,56,60,60,60,60,60,60,60,60,64,64,64,64,64,64,64,60,60,64,
4,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,239,239,235,231,227,223,219,223,211,178,150,77,56,48,60,44,69,93,97,138,121,68,69,65,64,64,64,64,68,68,64,64,64,64,64,60,64,68,64,64,64,64,68,68,64,60,48,
5,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,247,247,255,247,243,247,239,239,239,223,223,223,219,211,211,207,187,182,187,146,166,170,178,182,182,174,133,73,73,73,69,69,68,68,64,64,65,64,64,64,64,64,64,64,64,68,64,64,60,64,56,48,
6,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,247,243,235,239,239,231,227,223,219,215,215,207,207,203,199,195,191,187,191,186,187,166,125,81,77,73,73,72,68,69,68,68,64,68,64,64,64,68,64,64,68,64,60,60,60,56,48,
7,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,247,247,239,239,239,239,235,227,227,223,219,219,215,211,207,207,199,199,195,191,182,182,182,174,89,81,77,77,77,73,72,69,68,68,69,68,68,64,64,68,64,64,64,64,64,56,44,40,
8,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,247,243,239,239,231,231,231,227,219,215,215,211,203,211,191,203,195,191,191,186,178,174,109,89,85,81,77,77,73,73,73,69,68,69,69,68,68,64,65,64,64,64,60,52,44,44,
9,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,247,247,247,239,239,235,231,223,231,227,219,223,215,215,207,207,199,199,195,195,186,187,142,81,89,89,85,77,77,77,73,73,73,69,72,68,69,69,68,69,69,68,64,64,44,44,44,
10,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,243,243,239,239,235,231,227,223,219,215,211,207,203,194,199,166,166,150,150,101,68,56,101,81,81,81,73,77,73,69,77,69,73,68,72,72,69,68,68,60,52,44,40,40,
11,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,251,251,243,239,235,235,231,227,219,223,219,203,207,134,89,77,109,101,109,97,93,52,56,81,89,85,81,77,77,77,73,73,68,68,73,69,68,73,68,68,60,44,44,44,44,
12,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,247,247,243,243,235,239,235,227,227,219,219,195,93,105,89,105,109,113,85,93,73,48,52,77,85,89,85,77,81,77,73,73,73,73,73,73,68,73,64,64,56,40,48,44,44,
13,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,251,243,243,235,235,235,223,223,215,211,93,93,113,89,97,105,105,56,85,68,60,64,56,56,89,89,85,81,77,77,69,73,68,68,73,76,73,69,64,44,40,40,44,40,
14,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,247,247,243,235,235,231,207,170,142,101,77,109,105,89,101,113,68,44,85,60,60,44,40,48,61,89,85,85,81,73,73,73,73,73,73,73,73,68,56,44,40,40,44,40,
15,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,239,247,243,239,231,174,125,138,125,81,117,117,89,93,113,73,44,52,73,68,48,44,40,48,44,77,85,77,81,73,77,72,69,72,77,77,73,68,52,44,40,44,44,40,
16,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,251,251,239,235,138,134,138,85,85,121,105,93,105,81,48,40,73,60,56,48,40,40,44,40,44,81,81,81,77,77,77,69,77,77,73,73,68,52,44,44,44,44,44,
17,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,247,239,146,129,138,109,81,121,117,101,105,85,44,40,36,81,65,48,44,44,48,36,40,40,73,81,81,81,81,77,73,77,77,77,73,68,44,48,48,40,36,40,
18,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,251,239,178,129,125,117,93,85,121,105,101,93,48,40,44,60,77,60,44,44,40,60,40,36,40,48,69,77,85,85,77,77,77,77,77,81,52,44,52,56,44,44,44,
